"","gene","coverage","chromosome","begin","end","orientation","length","position","perc_coverage","Mb_position","Chr"
"4330","Sh08_g002690",18,"Sh08",3988759,3989532,"+",773,3989145.5,2.32858990944373,3.9891455,"Sh0"
"4331","Sh08_g002720",40,"Sh08",4012312,4025078,"+",12766,4018695,0.31333228889237,4.018695,"Sh0"
"4332","Sh08_g002740",814,"Sh08",4098903,4100178,"-",1275,4099540.5,63.843137254902,4.0995405,"Sh0"
"4333","Sh08_g002810",127,"Sh08",4248005,4251159,"-",3154,4249582,4.02663284717819,4.249582,"Sh0"
"4334","Sh08_g002950",18,"Sh08",4535172,4536227,"+",1055,4535699.5,1.70616113744076,4.5356995,"Sh0"
"4335","Sh08_g002970",20,"Sh08",4558246,4560411,"+",2165,4559328.5,0.92378752886836,4.5593285,"Sh0"
"4336","Sh08_g002990",18,"Sh08",4591764,4592381,"+",617,4592072.5,2.91734197730956,4.5920725,"Sh0"
"4337","Sh08_g003190",216,"Sh08",4808447,4809181,"-",734,4808814,29.4277929155313,4.808814,"Sh0"
"4338","Sh08_g003250",460,"Sh08",4974825,4984195,"-",9370,4979510,4.90928495197439,4.97951,"Sh0"
"4339","Sh08_g003280",185,"Sh08",5019455,5023194,"-",3739,5021324.5,4.94784701791923,5.0213245,"Sh0"
"4340","Sh08_g003310",19,"Sh08",5052194,5055353,"+",3159,5053773.5,0.601456157011713,5.0537735,"Sh0"
"4341","Sh08_g003360",18,"Sh08",5151168,5157378,"+",6210,5154273,0.289855072463768,5.154273,"Sh0"
"4342","Sh08_g003420",161,"Sh08",5258734,5262301,"+",3567,5260517.5,4.51359686010653,5.2605175,"Sh0"
"4343","Sh08_g003480",20,"Sh08",5315500,5316359,"-",859,5315929.5,2.32828870779977,5.3159295,"Sh0"
"4344","Sh08_g003520",27,"Sh08",5378059,5378784,"+",725,5378421.5,3.72413793103448,5.3784215,"Sh0"
"4345","Sh08_g003610",200,"Sh08",5688629,5689517,"+",888,5689073,22.5225225225225,5.689073,"Sh0"
"4346","Sh08_g003640",206,"Sh08",5732468,5735583,"+",3115,5734025.5,6.6131621187801,5.7340255,"Sh0"
"4347","Sh08_g003670",37,"Sh08",5774229,5779288,"+",5059,5776758.5,0.731369835935956,5.7767585,"Sh0"
"4348","Sh08_g003680",18,"Sh08",5799695,5800518,"+",823,5800106.5,2.18712029161604,5.8001065,"Sh0"
"4349","Sh08_g003690",18,"Sh08",5810818,5817170,"-",6352,5813994,0.283375314861461,5.813994,"Sh0"
"4350","Sh08_g003700",1995,"Sh08",5820687,5828507,"-",7820,5824597,25.5115089514066,5.824597,"Sh0"
"4351","Sh08_g003710",65,"Sh08",5840713,5841090,"+",377,5840901.5,17.2413793103448,5.8409015,"Sh0"
"4352","Sh08_g003740",1546,"Sh08",5855045,5862108,"-",7063,5858576.5,21.8887158431261,5.8585765,"Sh0"
"4353","Sh08_g003750",93,"Sh08",5878631,5881264,"+",2633,5879947.5,3.53209266995822,5.8799475,"Sh0"
"4354","Sh08_g003850",18,"Sh08",5984423,5987853,"-",3430,5986138,0.524781341107872,5.986138,"Sh0"
"4355","Sh08_g003870",18,"Sh08",6023237,6026030,"-",2793,6024633.5,0.644468313641246,6.0246335,"Sh0"
"4356","Sh08_g003880",18,"Sh08",6028803,6042286,"+",13483,6035544.5,0.133501446265668,6.0355445,"Sh0"
"4357","Sh08_g003890",21,"Sh08",6046202,6051159,"+",4957,6048680.5,0.423643332660884,6.0486805,"Sh0"
"4358","Sh08_g003970",1049,"Sh08",6272071,6277421,"-",5350,6274746,19.607476635514,6.274746,"Sh0"
"4359","Sh08_g004050",18,"Sh08",6497608,6508928,"-",11320,6503268,0.159010600706714,6.503268,"Sh0"
"4360","Sh08_g004100",88,"Sh08",6639158,6643927,"+",4769,6641542.5,1.84525057664081,6.6415425,"Sh0"
"4361","Sh08_g004200",18,"Sh08",6808214,6809598,"+",1384,6808906,1.30057803468208,6.808906,"Sh0"
"4362","Sh08_g004210",495,"Sh08",6838193,6843217,"-",5024,6840705,9.85270700636943,6.840705,"Sh0"
"4363","Sh08_g004230",506,"Sh08",6860123,6861260,"+",1137,6860691.5,44.5030782761653,6.8606915,"Sh0"
"4364","Sh08_g004270",2535,"Sh08",6954612,6966440,"+",11828,6960526,21.4321947920189,6.960526,"Sh0"
"4365","Sh08_g004280",194,"Sh08",6973080,6976420,"+",3340,6974750,5.80838323353293,6.97475,"Sh0"
"4366","Sh08_g004350",862,"Sh08",7188862,7196673,"+",7811,7192767.5,11.0357188580207,7.1927675,"Sh0"
"4367","Sh08_g004390",19,"Sh08",7239570,7242729,"+",3159,7241149.5,0.601456157011713,7.2411495,"Sh0"
"4368","Sh08_g004520",36,"Sh08",7449643,7452150,"-",2507,7450896.5,1.43597925807738,7.4508965,"Sh0"
"4369","Sh08_g004650",21,"Sh08",7590568,7591953,"+",1385,7591260.5,1.51624548736462,7.5912605,"Sh0"
"4370","Sh08_g004670",36,"Sh08",7631651,7635725,"+",4074,7633688,0.883652430044183,7.633688,"Sh0"
"4371","Sh08_g004680",18,"Sh08",7705944,7706978,"+",1034,7706461,1.74081237911025,7.706461,"Sh0"
"4372","Sh08_g004800",18,"Sh08",7893970,7895400,"-",1430,7894685,1.25874125874126,7.894685,"Sh0"
"4373","Sh08_g004870",77,"Sh08",8057714,8060315,"+",2601,8059014.5,2.960399846213,8.0590145,"Sh0"
"4374","Sh08_g004990",18,"Sh08",8324113,8328939,"+",4826,8326526,0.372979693327808,8.326526,"Sh0"
"4375","Sh08_g005030",21,"Sh08",8422075,8425873,"-",3798,8423974,0.552922590837283,8.423974,"Sh0"
"4376","Sh08_g005130",181,"Sh08",8553349,8560401,"-",7052,8556875,2.56664775950085,8.556875,"Sh0"
"4377","Sh08_g005180",19,"Sh08",8669925,8671625,"+",1700,8670775,1.11764705882353,8.670775,"Sh0"
"4378","Sh08_g005190",95,"Sh08",8671799,8673745,"+",1946,8672772,4.88180883864337,8.672772,"Sh0"
"4379","Sh08_g005200",262,"Sh08",8778153,8780219,"-",2066,8779186,12.6815101645692,8.779186,"Sh0"
"4380","Sh08_g005280",19,"Sh08",8928167,8932488,"+",4321,8930327.5,0.439713029391345,8.9303275,"Sh0"
"4381","Sh08_g005340",129,"Sh08",9043700,9044203,"-",503,9043951.5,25.6461232604374,9.0439515,"Sh0"
"4382","Sh08_g005350",617,"Sh08",9064999,9067575,"-",2576,9066287,23.9518633540373,9.066287,"Sh0"
"4383","Sh08_g005370",18,"Sh08",9094071,9096012,"-",1941,9095041.5,0.927357032457496,9.0950415,"Sh0"
"4384","Sh08_g005400",19,"Sh08",9105250,9106912,"-",1662,9106081,1.14320096269555,9.106081,"Sh0"
"4385","Sh08_g005440",127,"Sh08",9283895,9288078,"+",4183,9285986.5,3.0360984939039,9.2859865,"Sh0"
"4386","Sh08_g005460",19,"Sh08",9346824,9348473,"-",1649,9347648.5,1.15221346270467,9.3476485,"Sh0"
"4387","Sh08_g005470",383,"Sh08",9383421,9391317,"+",7896,9387369,4.85055724417427,9.387369,"Sh0"
"4388","Sh08_g005490",40,"Sh08",9415176,9421907,"-",6731,9418541.5,0.594265339474075,9.4185415,"Sh0"
"4389","Sh08_g005500",209,"Sh08",9435048,9438549,"+",3501,9436798.5,5.96972293630391,9.4367985,"Sh0"
"4390","Sh08_g005590",480,"Sh08",9745771,9746536,"-",765,9746153.5,62.7450980392157,9.7461535,"Sh0"
"4391","Sh08_g005620",35,"Sh08",9787732,9795367,"+",7635,9791549.5,0.45841519318926,9.7915495,"Sh0"
"4392","Sh08_g005660",55,"Sh08",9881313,9887253,"+",5940,9884283,0.925925925925926,9.884283,"Sh0"
"4393","Sh08_g005700",205,"Sh08",9939165,9942306,"+",3141,9940735.5,6.52658389048074,9.9407355,"Sh0"
"4394","Sh08_g005720",18,"Sh08",10005724,10015824,"+",10100,10010774,0.178217821782178,10.010774,"Sh0"
"4395","Sh08_g005790",18,"Sh08",10221802,10226571,"-",4769,10224186.5,0.377437617949256,10.2241865,"Sh0"
"4396","Sh08_g005840",18,"Sh08",10371679,10373624,"+",1945,10372651.5,0.925449871465296,10.3726515,"Sh0"
"4397","Sh08_g005900",19,"Sh08",10507226,10513690,"+",6464,10510458,0.293935643564356,10.510458,"Sh0"
"4398","Sh08_g005910",148,"Sh08",10548655,10551744,"+",3089,10550199.5,4.79119456134671,10.5501995,"Sh0"
"4399","Sh08_g005980",18,"Sh08",10628134,10628954,"+",820,10628544,2.19512195121951,10.628544,"Sh0"
"4400","Sh08_g005990",633,"Sh08",10759441,10787718,"+",28277,10773579.5,2.23856844785515,10.7735795,"Sh0"
"4401","Sh08_g006010",18,"Sh08",10871779,10884173,"+",12394,10877976,0.145231563659835,10.877976,"Sh0"
"4402","Sh08_g006020",18,"Sh08",10957451,10963402,"+",5951,10960426.5,0.302470173080155,10.9604265,"Sh0"
"4403","Sh08_g006050",117,"Sh08",11224549,11226899,"-",2350,11225724,4.97872340425532,11.225724,"Sh0"
"4404","Sh08_g006070",270,"Sh08",11316953,11318894,"+",1941,11317923.5,13.9103554868624,11.3179235,"Sh0"
"4405","Sh08_g006130",69,"Sh08",11459286,11459585,"+",299,11459435.5,23.0769230769231,11.4594355,"Sh0"
"4406","Sh08_g006140",77,"Sh08",11461152,11461739,"-",587,11461445.5,13.1175468483816,11.4614455,"Sh0"
"4407","Sh08_g006150",141,"Sh08",11476968,11479316,"-",2348,11478142,6.00511073253833,11.478142,"Sh0"
"4408","Sh08_g006170",18,"Sh08",11662512,11666178,"+",3666,11664345,0.490998363338789,11.664345,"Sh0"
"4409","Sh08_g006200",37,"Sh08",11751668,11754808,"+",3140,11753238,1.17834394904459,11.753238,"Sh0"
"4410","Sh08_g006230",525,"Sh08",11811188,11818552,"-",7364,11814870,7.12927756653992,11.81487,"Sh0"
"4411","Sh08_g006260",315,"Sh08",11911601,11917618,"-",6017,11914609.5,5.23516702675752,11.9146095,"Sh0"
"4412","Sh08_g006270",380,"Sh08",11922243,11926090,"-",3847,11924166.5,9.87782687808682,11.9241665,"Sh0"
"4413","Sh08_g006330",165,"Sh08",12031932,12032836,"-",904,12032384,18.2522123893805,12.032384,"Sh0"
"4414","Sh08_g006350",18,"Sh08",12080410,12084963,"+",4553,12082686.5,0.395343729409181,12.0826865,"Sh0"
"4415","Sh08_g006360",18,"Sh08",12101075,12105874,"-",4799,12103474.5,0.375078141279433,12.1034745,"Sh0"
"4416","Sh08_g006380",125,"Sh08",12134737,12137310,"+",2573,12136023.5,4.85814224640497,12.1360235,"Sh0"
"4417","Sh08_g006390",18,"Sh08",12195923,12196327,"+",404,12196125,4.45544554455445,12.196125,"Sh0"
"4418","Sh08_g006400",38,"Sh08",12203151,12209879,"+",6728,12206515,0.564803804994055,12.206515,"Sh0"
"4419","Sh08_g006410",18,"Sh08",12209945,12211028,"+",1083,12210486.5,1.66204986149584,12.2104865,"Sh0"
"4420","Sh08_g006440",17,"Sh08",12251298,12255138,"+",3840,12253218,0.442708333333333,12.253218,"Sh0"
"4421","Sh08_g006470",2779,"Sh08",12305142,12311315,"+",6173,12308228.5,45.0186295156326,12.3082285,"Sh0"
"4422","Sh08_g006540",18,"Sh08",12483261,12485260,"+",1999,12484260.5,0.900450225112556,12.4842605,"Sh0"
"4423","Sh08_g006620",230,"Sh08",12606791,12613388,"+",6597,12610089.5,3.4864332272245,12.6100895,"Sh0"
"4424","Sh08_g006700",79,"Sh08",12701518,12701898,"-",380,12701708,20.7894736842105,12.701708,"Sh0"
"4425","Sh08_g006710",18,"Sh08",12711193,12715073,"-",3880,12713133,0.463917525773196,12.713133,"Sh0"
"4426","Sh08_g006770",40,"Sh08",12840140,12843730,"-",3590,12841935,1.1142061281337,12.841935,"Sh0"
"4427","Sh08_g006830",18,"Sh08",12920851,12922151,"-",1300,12921501,1.38461538461538,12.921501,"Sh0"
"4428","Sh08_g006850",239,"Sh08",13006197,13012232,"-",6035,13009214.5,3.96023198011599,13.0092145,"Sh0"
"4429","Sh08_g006930",18,"Sh08",13219447,13223154,"+",3707,13221300.5,0.48556784461829,13.2213005,"Sh0"
"4430","Sh08_g006970",19,"Sh08",13246230,13246538,"+",308,13246384,6.16883116883117,13.246384,"Sh0"
"4431","Sh08_g006980",18,"Sh08",13247171,13247947,"-",776,13247559,2.31958762886598,13.247559,"Sh0"
"4432","Sh08_g007130",96,"Sh08",13535089,13538538,"-",3449,13536813.5,2.78341548274862,13.5368135,"Sh0"
"4433","Sh08_g007140",229,"Sh08",13600583,13601495,"-",912,13601039,25.109649122807,13.601039,"Sh0"
"4434","Sh08_g007170",18,"Sh08",13626389,13629492,"-",3103,13627940.5,0.58008378988076,13.6279405,"Sh0"
"4435","Sh08_g007190",68,"Sh08",13661992,13663665,"-",1673,13662828.5,4.06455469216975,13.6628285,"Sh0"
"4436","Sh08_g007200",561,"Sh08",13673616,13676689,"-",3073,13675152.5,18.255776114546,13.6751525,"Sh0"
"4437","Sh08_g007240",189,"Sh08",13769390,13778756,"-",9366,13774073,2.01793721973094,13.774073,"Sh0"
"4438","Sh08_g007260",59,"Sh08",13835751,13843082,"+",7331,13839416.5,0.804801527758832,13.8394165,"Sh0"
"4439","Sh08_g007300",111,"Sh08",14017223,14023458,"+",6235,14020340.5,1.78027265437049,14.0203405,"Sh0"
"4440","Sh08_g007330",30,"Sh08",14130733,14135843,"+",5110,14133288,0.587084148727984,14.133288,"Sh0"
"4441","Sh08_g007380",349,"Sh08",14302067,14305157,"-",3090,14303612,11.294498381877,14.303612,"Sh0"
"4442","Sh08_g007420",100,"Sh08",14407774,14409350,"-",1576,14408562,6.34517766497462,14.408562,"Sh0"
"4443","Sh08_g007430",18,"Sh08",14410128,14412043,"-",1915,14411085.5,0.939947780678851,14.4110855,"Sh0"
"4444","Sh08_g007460",18,"Sh08",14428525,14434231,"+",5706,14431378,0.315457413249211,14.431378,"Sh0"
"4445","Sh08_g007530",228,"Sh08",14533400,14535141,"+",1741,14534270.5,13.0959218839747,14.5342705,"Sh0"
"4446","Sh08_g007620",69,"Sh08",14733629,14734287,"+",658,14733958,10.4863221884498,14.733958,"Sh0"
"4447","Sh08_g007670",18,"Sh08",14793803,14799086,"+",5283,14796444.5,0.340715502555366,14.7964445,"Sh0"
"4448","Sh08_g007680",567,"Sh08",14799550,14804425,"-",4875,14801987.5,11.6307692307692,14.8019875,"Sh0"
"4449","Sh08_g007690",18,"Sh08",14819576,14825191,"+",5615,14822383.5,0.320569902048085,14.8223835,"Sh0"
"4450","Sh08_g007710",1105,"Sh08",14837480,14845762,"+",8282,14841621,13.3421878773243,14.841621,"Sh0"
"4451","Sh08_g007730",37,"Sh08",14921741,14928001,"+",6260,14924871,0.591054313099042,14.924871,"Sh0"
"4452","Sh08_g007780",555,"Sh08",14973896,14979208,"-",5312,14976552,10.4480421686747,14.976552,"Sh0"
"4453","Sh08_g007850",20,"Sh08",15242734,15244083,"+",1349,15243408.5,1.48257968865827,15.2434085,"Sh0"
"4454","Sh08_g007860",3427,"Sh08",15247993,15261127,"+",13134,15254560,26.0925841327851,15.25456,"Sh0"
"4455","Sh08_g007880",18,"Sh08",15263584,15268867,"-",5283,15266225.5,0.340715502555366,15.2662255,"Sh0"
"4456","Sh08_g007910",105,"Sh08",15326093,15327969,"+",1876,15327031,5.59701492537313,15.327031,"Sh0"
"4457","Sh08_g007970",25,"Sh08",15385930,15387108,"+",1178,15386519,2.12224108658744,15.386519,"Sh0"
"4458","Sh08_g008020",42,"Sh08",15476354,15480690,"-",4336,15478522,0.968634686346864,15.478522,"Sh0"
"4459","Sh08_g008040",260,"Sh08",15581869,15586214,"-",4345,15584041.5,5.98388952819333,15.5840415,"Sh0"
"4460","Sh08_g008080",18,"Sh08",15638657,15642024,"-",3367,15640340.5,0.534600534600535,15.6403405,"Sh0"
"4461","Sh08_g008120",347,"Sh08",15684086,15684617,"-",531,15684351.5,65.3483992467043,15.6843515,"Sh0"
"4462","Sh08_g008160",40,"Sh08",15740224,15744843,"+",4619,15742533.5,0.865988309157826,15.7425335,"Sh0"
"4463","Sh08_g008230",18,"Sh08",15907502,15910373,"-",2871,15908937.5,0.626959247648903,15.9089375,"Sh0"
"4464","Sh08_g008240",18,"Sh08",15910609,15913459,"+",2850,15912034,0.631578947368421,15.912034,"Sh0"
"4465","Sh08_g008250",115,"Sh08",15921561,15928914,"+",7353,15925237.5,1.5639874881001,15.9252375,"Sh0"
"4466","Sh08_g008310",19,"Sh08",16002683,16004854,"+",2171,16003768.5,0.875172731460157,16.0037685,"Sh0"
"4467","Sh08_g008390",20,"Sh08",16182976,16187717,"-",4741,16185346.5,0.42185192997258,16.1853465,"Sh0"
"4468","Sh08_g008450",18,"Sh08",16325004,16328419,"+",3415,16326711.5,0.527086383601757,16.3267115,"Sh0"
"4469","Sh08_g008470",121,"Sh08",16373640,16382339,"+",8699,16377989.5,1.39096447867571,16.3779895,"Sh0"
"4470","Sh08_g008500",85,"Sh08",16394883,16395974,"+",1091,16395428.5,7.7910174152154,16.3954285,"Sh0"
"4471","Sh08_g008510",36,"Sh08",16402618,16404522,"-",1904,16403570,1.89075630252101,16.40357,"Sh0"
"4472","Sh08_g008530",53,"Sh08",16452686,16456395,"-",3709,16454540.5,1.42895659207334,16.4545405,"Sh0"
"4473","Sh08_g008560",18,"Sh08",16474765,16476960,"+",2195,16475862.5,0.82004555808656,16.4758625,"Sh0"
"4474","Sh08_g008700",218,"Sh08",16785336,16789877,"+",4541,16787606.5,4.80070469059678,16.7876065,"Sh0"
"4475","Sh08_g008900",36,"Sh08",17098392,17100904,"+",2512,17099648,1.43312101910828,17.099648,"Sh0"
"4476","Sh08_g008990",174,"Sh08",17259731,17260848,"-",1117,17260289.5,15.5774395702775,17.2602895,"Sh0"
"4477","Sh08_g009130",18,"Sh08",17435710,17436169,"+",459,17435939.5,3.92156862745098,17.4359395,"Sh0"
"4478","Sh08_g009150",18,"Sh08",17445992,17448889,"-",2897,17447440.5,0.62133241284087,17.4474405,"Sh0"
"4479","Sh08_g009160",18,"Sh08",17544533,17546614,"-",2081,17545573.5,0.864968765016819,17.5455735,"Sh0"
"4480","Sh08_g009170",18,"Sh08",17558984,17568346,"-",9362,17563665,0.192266609698782,17.563665,"Sh0"
"4481","Sh08_g009200",18,"Sh08",17572986,17573869,"-",883,17573427.5,2.03850509626274,17.5734275,"Sh0"
"4482","Sh08_g009210",18,"Sh08",17583726,17585902,"+",2176,17584814,0.827205882352941,17.584814,"Sh0"
"4483","Sh08_g009230",18,"Sh08",17656531,17659458,"+",2927,17657994.5,0.614964127092586,17.6579945,"Sh0"
"4484","Sh08_g009300",117,"Sh08",17760077,17761263,"+",1186,17760670,9.86509274873525,17.76067,"Sh0"
"4485","Sh08_g009350",833,"Sh08",17815532,17827116,"+",11584,17821324,7.19095303867403,17.821324,"Sh0"
"4486","Sh08_g009430",18,"Sh08",18038022,18040603,"-",2581,18039312.5,0.697404106935296,18.0393125,"Sh0"
"4487","Sh08_g009540",233,"Sh08",18166546,18169766,"-",3220,18168156,7.2360248447205,18.168156,"Sh0"
"4488","Sh08_g009550",21,"Sh08",18171223,18171747,"-",524,18171485,4.00763358778626,18.171485,"Sh0"
"4489","Sh08_g009600",188,"Sh08",18275189,18278167,"+",2978,18276678,6.31296171927468,18.276678,"Sh0"
"4490","Sh08_g009670",20,"Sh08",18393155,18394175,"-",1020,18393665,1.96078431372549,18.393665,"Sh0"
"4491","Sh08_g009740",154,"Sh08",18462416,18463997,"+",1581,18463206.5,9.74067046173308,18.4632065,"Sh0"
"4492","Sh08_g009780",19,"Sh08",18487374,18490092,"+",2718,18488733,0.699043414275202,18.488733,"Sh0"
"4493","Sh08_g009800",20,"Sh08",18498625,18499747,"+",1122,18499186,1.7825311942959,18.499186,"Sh0"
"4494","Sh08_g009820",29,"Sh08",18517916,18525662,"+",7746,18521789,0.37438678027369,18.521789,"Sh0"
"4495","Sh08_g009860",19,"Sh08",18536769,18537830,"+",1061,18537299.5,1.79076343072573,18.5372995,"Sh0"
"4496","Sh08_g009900",212,"Sh08",18614850,18615689,"+",839,18615269.5,25.2681764004768,18.6152695,"Sh0"
"4497","Sh08_g009920",324,"Sh08",18623970,18628635,"+",4665,18626302.5,6.94533762057878,18.6263025,"Sh0"
"4498","Sh08_g009980",18,"Sh08",18758650,18768935,"-",10285,18763792.5,0.175012153621779,18.7637925,"Sh0"
"4499","Sh08_g010000",18,"Sh08",18780432,18783033,"-",2601,18781732.5,0.69204152249135,18.7817325,"Sh0"
"4500","Sh08_g010010",37,"Sh08",18784112,18802422,"-",18310,18793267,0.20207536865101,18.793267,"Sh0"
"4501","Sh08_g010020",20,"Sh08",18837160,18838054,"-",894,18837607,2.23713646532438,18.837607,"Sh0"
"4502","Sh08_g010040",47,"Sh08",18914756,18917776,"-",3020,18916266,1.55629139072848,18.916266,"Sh0"
"4503","Sh08_g010100",51,"Sh08",18996586,19004796,"+",8210,19000691,0.621193666260658,19.000691,"Sh0"
"4504","Sh08_g010180",18,"Sh08",19118070,19120199,"+",2129,19119134.5,0.845467355565993,19.1191345,"Sh0"
"4505","Sh08_g010250",272,"Sh08",19167326,19168064,"+",738,19167695,36.8563685636856,19.167695,"Sh0"
"4506","Sh08_g010260",55,"Sh08",19173387,19177766,"+",4379,19175576.5,1.25599451929664,19.1755765,"Sh0"
"4507","Sh08_g010270",18,"Sh08",19276991,19277518,"+",527,19277254.5,3.41555977229602,19.2772545,"Sh0"
"4508","Sh08_g010340",19,"Sh08",19332682,19337415,"+",4733,19335048.5,0.401436720895838,19.3350485,"Sh0"
"4509","Sh08_g010360",126,"Sh08",19340439,19346031,"-",5592,19343235,2.25321888412017,19.343235,"Sh0"
"4510","Sh08_g010370",1266,"Sh08",19355655,19358508,"-",2853,19357081.5,44.3743427970557,19.3570815,"Sh0"
"4511","Sh08_g010380",53,"Sh08",19361601,19362646,"-",1045,19362123.5,5.07177033492823,19.3621235,"Sh0"
"4512","Sh08_g010390",412,"Sh08",19370580,19374326,"-",3746,19372453,10.9983982915109,19.372453,"Sh0"
"4513","Sh08_g010400",81,"Sh08",19375477,19378510,"-",3033,19376993.5,2.67062314540059,19.3769935,"Sh0"
"4514","Sh08_g010410",57,"Sh08",19399113,19401372,"-",2259,19400242.5,2.52324037184595,19.4002425,"Sh0"
"4515","Sh08_g010430",801,"Sh08",19449145,19455887,"+",6742,19452516,11.880747552655,19.452516,"Sh0"
"4516","Sh08_g010440",106,"Sh08",19481924,19482789,"+",865,19482356.5,12.2543352601156,19.4823565,"Sh0"
"4517","Sh08_g010530",151,"Sh08",19589881,19595938,"+",6057,19592909.5,2.49298332507842,19.5929095,"Sh0"
"4518","Sh08_g010550",18,"Sh08",19611030,19619123,"+",8093,19615076.5,0.22241443222538,19.6150765,"Sh0"
"4519","Sh08_g010590",234,"Sh08",19674692,19676032,"+",1340,19675362,17.4626865671642,19.675362,"Sh0"
"4520","Sh08_g010610",1010,"Sh08",19728736,19734466,"+",5730,19731601,17.6265270506108,19.731601,"Sh0"
"4521","Sh08_g010670",110,"Sh08",19869600,19874278,"-",4678,19871939,2.35143223599829,19.871939,"Sh0"
"4522","Sh08_g010730",18,"Sh08",19940714,19944494,"+",3780,19942604,0.476190476190476,19.942604,"Sh0"
"4523","Sh08_g010750",107,"Sh08",19967964,19971942,"+",3978,19969953,2.68979386626445,19.969953,"Sh0"
"4524","Sh08_g010780",18,"Sh08",19996684,20001723,"-",5039,19999203.5,0.357213732883509,19.9992035,"Sh0"
"4525","Sh08_g010840",18,"Sh08",20109078,20110467,"+",1389,20109772.5,1.29589632829374,20.1097725,"Sh0"
"4526","Sh08_g010860",214,"Sh08",20111912,20114690,"+",2778,20113301,7.70338372930166,20.113301,"Sh0"
"4527","Sh08_g010880",118,"Sh08",20115446,20117558,"+",2112,20116502,5.58712121212121,20.116502,"Sh0"
"4528","Sh08_g010940",18,"Sh08",20211580,20212354,"+",774,20211967,2.32558139534884,20.211967,"Sh0"
"4529","Sh08_g011000",138,"Sh08",20388011,20396507,"+",8496,20392259,1.62429378531073,20.392259,"Sh0"
"4530","Sh08_g011090",18,"Sh08",20491683,20497534,"-",5851,20494608.5,0.307639719706033,20.4946085,"Sh0"
"4531","Sh08_g011190",23,"Sh08",20744099,20746513,"-",2414,20745306,0.952775476387738,20.745306,"Sh0"
"4532","Sh08_g011200",665,"Sh08",20786967,20797491,"+",10524,20792229,6.31889015583428,20.792229,"Sh0"
"4533","Sh08_g011220",43,"Sh08",20840936,20842346,"-",1410,20841641,3.04964539007092,20.841641,"Sh0"
"4534","Sh08_g011230",181,"Sh08",20854574,20856540,"-",1966,20855557,9.20651068158698,20.855557,"Sh0"
"4535","Sh08_g011340",16,"Sh08",20954169,20955471,"-",1302,20954820,1.22887864823349,20.95482,"Sh0"
"4536","Sh08_g011380",55,"Sh08",20967645,20975800,"-",8155,20971722.5,0.674432863274065,20.9717225,"Sh0"
"4537","Sh08_g011410",18,"Sh08",20989508,20994166,"+",4658,20991837,0.38643194504079,20.991837,"Sh0"
"4538","Sh08_g011490",18,"Sh08",21189910,21191287,"-",1377,21190598.5,1.30718954248366,21.1905985,"Sh0"
"4539","Sh08_g011520",18,"Sh08",21215795,21218591,"-",2796,21217193,0.643776824034335,21.217193,"Sh0"
"4540","Sh08_g011560",22,"Sh08",21315780,21318054,"-",2274,21316917,0.967458223394899,21.316917,"Sh0"
